pair,pair_label,task,method,config,primary,protocol_version,protocol_source,n,score,budget,run_dir
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,hotpotqa,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v1,recorded,500,0.708,0.5157921900000002,snapshots/table1_pair1_query_sketch_llama31_same/hotpotqa/mtc_receiver/recv_w8_r0.5_0712_2145
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,hotpotqa,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v1,recorded,500,0.732,0.7093835219999997,snapshots/table1_pair1_query_sketch_llama31_same/hotpotqa/mtc_receiver/recv_w8_r0.7_0712_2148
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,multifieldqa_en,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v1,recorded,150,0.5066666666666667,0.3218667266666666,snapshots/table1_pair1_query_sketch_llama31_same/multifieldqa_en/mtc_receiver/recv_w16_r0.3_0713_0013
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,multifieldqa_en,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v1,recorded,150,0.5,0.515613286666667,snapshots/table1_pair1_query_sketch_llama31_same/multifieldqa_en/mtc_receiver/recv_w16_r0.5_0713_0018
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,multifieldqa_en,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v1,recorded,150,0.5466666666666666,0.7093677,snapshots/table1_pair1_query_sketch_llama31_same/multifieldqa_en/mtc_receiver/recv_w16_r0.7_0713_0024
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,multifieldqa_en,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v1,recorded,150,0.48,0.3218667266666666,snapshots/table1_pair1_query_sketch_llama31_same/multifieldqa_en/mtc_receiver/recv_w8_r0.3_0712_2355
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,multifieldqa_en,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v1,recorded,150,0.5066666666666667,0.515613286666667,snapshots/table1_pair1_query_sketch_llama31_same/multifieldqa_en/mtc_receiver/recv_w8_r0.5_0713_0001
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,multifieldqa_en,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v1,recorded,150,0.54,0.7093677,snapshots/table1_pair1_query_sketch_llama31_same/multifieldqa_en/mtc_receiver/recv_w8_r0.7_0713_0007
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,musique,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v1,recorded,500,0.342,0.32183868800000015,snapshots/table1_pair1_query_sketch_llama31_same/musique/mtc_receiver/recv_w16_r0.3_0712_2342
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,musique,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v1,recorded,500,0.398,0.515677124,snapshots/table1_pair1_query_sketch_llama31_same/musique/mtc_receiver/recv_w16_r0.5_0712_2347
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,musique,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v1,recorded,500,0.46,0.7093617639999998,snapshots/table1_pair1_query_sketch_llama31_same/musique/mtc_receiver/recv_w16_r0.7_0712_2351
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,musique,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v1,recorded,500,0.352,0.32183868800000015,snapshots/table1_pair1_query_sketch_llama31_same/musique/mtc_receiver/recv_w8_r0.3_0712_2329
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,musique,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v1,recorded,500,0.44,0.515677124,snapshots/table1_pair1_query_sketch_llama31_same/musique/mtc_receiver/recv_w8_r0.5_0712_2333
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,musique,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v1,recorded,500,0.464,0.7093617639999998,snapshots/table1_pair1_query_sketch_llama31_same/musique/mtc_receiver/recv_w8_r0.7_0712_2338
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,qasper,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v1,recorded,500,0.296,0.3218737000000005,snapshots/table1_pair1_query_sketch_llama31_same/qasper/mtc_receiver/recv_w16_r0.3_0712_2245
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,qasper,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v1,recorded,500,0.324,0.5156114960000001,snapshots/table1_pair1_query_sketch_llama31_same/qasper/mtc_receiver/recv_w16_r0.5_0712_2259
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,qasper,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v1,recorded,500,0.33,0.709383248000001,snapshots/table1_pair1_query_sketch_llama31_same/qasper/mtc_receiver/recv_w16_r0.7_0712_2314
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,qasper,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v1,recorded,500,0.294,0.3218737000000005,snapshots/table1_pair1_query_sketch_llama31_same/qasper/mtc_receiver/recv_w8_r0.3_0712_2201
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,qasper,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v1,recorded,500,0.318,0.5156114960000001,snapshots/table1_pair1_query_sketch_llama31_same/qasper/mtc_receiver/recv_w8_r0.5_0712_2215
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,qasper,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v1,recorded,500,0.33,0.709383248000001,snapshots/table1_pair1_query_sketch_llama31_same/qasper/mtc_receiver/recv_w8_r0.7_0712_2230
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tipsheets,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v1,recorded,500,0.67,0.321858474,snapshots/table1_pair1_query_sketch_llama31_same/tipsheets/mtc_receiver/recv_w16_r0.3_0712_2135
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tipsheets,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v1,recorded,500,0.886,0.5155891199999998,snapshots/table1_pair1_query_sketch_llama31_same/tipsheets/mtc_receiver/recv_w16_r0.5_0712_2137
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tipsheets,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v1,recorded,500,0.912,0.70930879,snapshots/table1_pair1_query_sketch_llama31_same/tipsheets/mtc_receiver/recv_w16_r0.7_0712_2140
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tipsheets,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v1,recorded,500,0.566,0.321858474,snapshots/table1_pair1_query_sketch_llama31_same/tipsheets/mtc_receiver/recv_w8_r0.3_0712_2127
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tipsheets,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v1,recorded,500,0.87,0.5155891199999998,snapshots/table1_pair1_query_sketch_llama31_same/tipsheets/mtc_receiver/recv_w8_r0.5_0712_2130
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tipsheets,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v1,recorded,500,0.906,0.70930879,snapshots/table1_pair1_query_sketch_llama31_same/tipsheets/mtc_receiver/recv_w8_r0.7_0712_2132
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tmath,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v1,recorded,300,0.34190893666666633,0.32190032000000013,snapshots/table1_pair1_query_sketch_llama31_same/tmath/mtc_receiver/recv_w16_r0.3_0713_0330
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tmath,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v1,recorded,300,0.35486028999999986,0.5156416166666663,snapshots/table1_pair1_query_sketch_llama31_same/tmath/mtc_receiver/recv_w16_r0.5_0713_0416
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tmath,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v1,recorded,300,0.3581506099999999,0.7093343799999997,snapshots/table1_pair1_query_sketch_llama31_same/tmath/mtc_receiver/recv_w16_r0.7_0713_0504
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tmath,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v1,recorded,300,0.34653258000000003,0.32190032000000013,snapshots/table1_pair1_query_sketch_llama31_same/tmath/mtc_receiver/recv_w8_r0.3_0713_0108
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tmath,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v1,recorded,300,0.3561779300000001,0.5156416166666663,snapshots/table1_pair1_query_sketch_llama31_same/tmath/mtc_receiver/recv_w8_r0.5_0713_0155
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,tmath,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v1,recorded,300,0.3567660833333332,0.7093343799999997,snapshots/table1_pair1_query_sketch_llama31_same/tmath/mtc_receiver/recv_w8_r0.7_0713_0243
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,twowikimqa,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v1,recorded,200,0.425,0.32187672000000006,snapshots/table1_pair1_query_sketch_llama31_same/twowikimqa/mtc_receiver/recv_w16_r0.3_0713_0049
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,twowikimqa,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v1,recorded,200,0.41,0.5156160900000001,snapshots/table1_pair1_query_sketch_llama31_same/twowikimqa/mtc_receiver/recv_w16_r0.5_0713_0055
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,twowikimqa,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v1,recorded,200,0.41,0.7093753200000004,snapshots/table1_pair1_query_sketch_llama31_same/twowikimqa/mtc_receiver/recv_w16_r0.7_0713_0101
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,twowikimqa,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v1,recorded,200,0.4,0.32187672000000006,snapshots/table1_pair1_query_sketch_llama31_same/twowikimqa/mtc_receiver/recv_w8_r0.3_0713_0030
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,twowikimqa,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v1,recorded,200,0.42,0.5156160900000001,snapshots/table1_pair1_query_sketch_llama31_same/twowikimqa/mtc_receiver/recv_w8_r0.5_0713_0037
pair1,S: Llama-3.1-8B; R: Llama-3.1-8B,twowikimqa,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v1,recorded,200,0.415,0.7093753200000004,snapshots/table1_pair1_query_sketch_llama31_same/twowikimqa/mtc_receiver/recv_w8_r0.7_0713_0043
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,B-ReKV-provisional,cov_t0.95_s0.75_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.515,0.35301523999999995,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/coverage/cov_t0.95_s0.75_w8_0712_1635
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,B-ReKV-provisional,cov_t0.95_s0.85_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.545,0.3710700200000001,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/coverage/cov_t0.95_s0.85_w8_0712_1636
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,B-ReKV-provisional,cov_t0.95_s0.90_w16,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.535,0.380612925,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/coverage/cov_t0.95_s0.90_w16_0712_1637
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.35,0.3308946349999999,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/mtc_receiver/recv_w16_r0.3_0712_1631
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.535,0.5173858350000009,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/mtc_receiver/recv_w16_r0.5_0712_1632
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.57,0.7112358950000005,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/mtc_receiver/recv_w16_r0.7_0712_1634
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.365,0.3308946349999999,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/mtc_receiver/recv_w8_r0.3_0712_1628
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.545,0.5173858350000009,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/mtc_receiver/recv_w8_r0.5_0712_1629
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,countries,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,200,0.575,0.7112358950000005,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/countries/mtc_receiver/recv_w8_r0.7_0712_1630
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,B-ReKV-provisional,cov_t0.95_s0.75_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.488,0.25341264399999974,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.75_w8_0712_1653
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,B-ReKV-provisional,cov_t0.95_s0.85_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.542,0.2787364540000001,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.85_w8_0712_1656
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,B-ReKV-provisional,cov_t0.95_s0.90_w16,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.548,0.30658943199999983,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.90_w16_0712_1658
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.572,0.32493556200000007,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/recv_w16_r0.3_0712_1645
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.668,0.5179280559999988,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/recv_w16_r0.5_0712_1648
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.718,0.7105818219999986,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/recv_w16_r0.7_0712_1651
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.604,0.32493556200000007,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/recv_w8_r0.3_0712_1638
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.686,0.5179280559999988,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/recv_w8_r0.5_0712_1640
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,hotpotqa,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.716,0.7105818219999986,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/hotpotqa/mtc_receiver/recv_w8_r0.7_0712_1643
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,B-ReKV-provisional,cov_t0.95_s0.75_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.49333333333333335,0.39515115999999995,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.75_w8_0712_1735
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,B-ReKV-provisional,cov_t0.95_s0.85_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.5066666666666667,0.4430691866666666,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.85_w8_0712_1739
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,B-ReKV-provisional,cov_t0.95_s0.90_w16,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.5066666666666667,0.5021348333333334,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.90_w16_0712_1742
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.49333333333333335,0.32499991999999994,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/recv_w16_r0.3_0712_1725
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.49333333333333335,0.5178368000000004,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/recv_w16_r0.5_0712_1728
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.47333333333333333,0.7107118399999999,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/recv_w16_r0.7_0712_1732
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.5266666666666666,0.32499991999999994,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/recv_w8_r0.3_0712_1715
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.49333333333333335,0.5178368000000004,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/recv_w8_r0.5_0712_1718
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,multifieldqa_en,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,150,0.4866666666666667,0.7107118399999999,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/multifieldqa_en/mtc_receiver/recv_w8_r0.7_0712_1722
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,B-ReKV-provisional,cov_t0.95_s0.75_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.31,0.2523775539999998,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.75_w8_0712_1706
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,B-ReKV-provisional,cov_t0.95_s0.85_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.324,0.2807975720000001,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.85_w8_0712_1709
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,B-ReKV-provisional,cov_t0.95_s0.90_w16,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.294,0.3326896559999998,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.90_w16_0712_1712
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.296,0.32497517400000014,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/mtc_receiver/recv_w16_r0.3_0712_1657
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,ReKV,recv_w16_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.362,0.5178189439999988,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/mtc_receiver/recv_w16_r0.5_0712_1700
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,ReKV,recv_w16_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.394,0.7106729799999988,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/mtc_receiver/recv_w16_r0.7_0712_1703
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,ReKV,recv_w8_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.338,0.32497517400000014,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/mtc_receiver/recv_w8_r0.3_0712_1649
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,ReKV,recv_w8_r0.5,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.376,0.5178189439999988,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/mtc_receiver/recv_w8_r0.5_0712_1652
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,musique,ReKV,recv_w8_r0.7,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.396,0.7106729799999988,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/musique/mtc_receiver/recv_w8_r0.7_0712_1654
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,qasper,B-ReKV-provisional,cov_t0.95_s0.75_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.296,0.4039757879999998,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/qasper/coverage/cov_t0.95_s0.75_w8_0712_1748
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,qasper,B-ReKV-provisional,cov_t0.95_s0.85_w8,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.302,0.4530779400000002,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/qasper/coverage/cov_t0.95_s0.85_w8_0712_1755
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,qasper,B-ReKV-provisional,cov_t0.95_s0.90_w16,False,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.31,0.505999576,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/qasper/coverage/cov_t0.95_s0.90_w16_0712_1803
pair6,S: Llama-3.2-3B Abl.; R: DeepSeek-Llama-3B,qasper,ReKV,recv_w16_r0.3,True,query_sketch_bf16_v0_pre_instrumentation,inferred_from_protocol_root,500,0.286,0.3250061139999996,snapshots/table1_pair6_query_sketch_llama32_abliterated_deepseek3b/qasper/mtc_receiver/recv_w16_r0.3_0712_1724
