pair,task,window,tau,scale,score,actual_budget,on_pareto_front,path
pair6_llama32_abliterated_deepseek3b,hotpotqa,8,0.9,0.85,0.352,0.18843792600000014,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.90_s0.85_w8_0712_2253
pair6_llama32_abliterated_deepseek3b,hotpotqa,16,0.9,0.85,0.342,0.19357985200000016,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.90_s0.85_w16_0712_2306
pair6_llama32_abliterated_deepseek3b,hotpotqa,8,0.95,0.65,0.456,0.22860809600000004,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.65_w8_0712_2254
pair6_llama32_abliterated_deepseek3b,hotpotqa,16,0.95,0.65,0.472,0.238137374,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.65_w16_0712_2307
pair6_llama32_abliterated_deepseek3b,hotpotqa,8,0.95,0.75,0.484,0.2530156239999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.75_w8_0712_2256
pair6_llama32_abliterated_deepseek3b,hotpotqa,16,0.95,0.75,0.516,0.2646654859999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.75_w16_0712_2309
pair6_llama32_abliterated_deepseek3b,hotpotqa,8,0.95,0.85,0.54,0.27827180599999995,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.85_w8_0712_2257
pair6_llama32_abliterated_deepseek3b,hotpotqa,16,0.95,0.85,0.536,0.29207587600000007,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.95_s0.85_w16_0712_2310
pair6_llama32_abliterated_deepseek3b,hotpotqa,8,0.98,0.65,0.638,0.3694026119999998,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.98_s0.65_w8_0712_2259
pair6_llama32_abliterated_deepseek3b,hotpotqa,16,0.98,0.65,0.618,0.3810643499999996,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.98_s0.65_w16_0712_2311
pair6_llama32_abliterated_deepseek3b,hotpotqa,8,0.98,0.75,0.664,0.4203198280000003,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.98_s0.75_w8_0712_2300
pair6_llama32_abliterated_deepseek3b,hotpotqa,16,0.98,0.75,0.65,0.43392015599999983,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.98_s0.75_w16_0712_2313
pair6_llama32_abliterated_deepseek3b,hotpotqa,8,0.98,0.85,0.676,0.4714192260000001,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.98_s0.85_w8_0712_2301
pair6_llama32_abliterated_deepseek3b,hotpotqa,16,0.98,0.85,0.66,0.4868183839999997,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/hotpotqa/coverage/cov_t0.98_s0.85_w16_0712_2314
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.9,0.65,0.4533333333333333,0.22806575333333312,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.90_s0.65_w8_0713_0042
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.9,0.65,0.4666666666666667,0.25469647999999995,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.90_s0.65_w16_0713_0055
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.9,0.75,0.4666666666666667,0.2573999866666666,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.90_s0.75_w8_0713_0044
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.9,0.85,0.47333333333333333,0.28677072000000003,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.90_s0.85_w8_0713_0045
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.9,0.75,0.46,0.28824556,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.90_s0.75_w16_0713_0057
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.9,0.85,0.4866666666666667,0.3218187466666669,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.90_s0.85_w16_0713_0058
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.95,0.65,0.49333333333333335,0.3469722666666666,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.65_w8_0713_0047
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.95,0.65,0.46,0.37231275333333363,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.65_w16_0713_0100
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.95,0.75,0.5066666666666667,0.3948470466666666,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.75_w8_0713_0048
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.95,0.75,0.48,0.42409385333333327,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.75_w16_0713_0101
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.95,0.85,0.5066666666666667,0.44272432666666645,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.85_w8_0713_0049
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.98,0.65,0.49333333333333335,0.47208446666666704,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.98_s0.65_w8_0713_0051
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.95,0.85,0.5133333333333333,0.4758746800000002,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.95_s0.85_w16_0713_0103
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.98,0.65,0.52,0.4907099933333333,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.98_s0.65_w16_0713_0104
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.98,0.75,0.5133333333333333,0.5392179266666663,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.98_s0.75_w8_0713_0052
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.98,0.75,0.49333333333333335,0.5607080333333334,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.98_s0.75_w16_0713_0106
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,8,0.98,0.85,0.49333333333333335,0.6062616933333336,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.98_s0.85_w8_0713_0054
pair6_llama32_abliterated_deepseek3b,multifieldqa_en,16,0.98,0.85,0.5,0.6300652999999999,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/multifieldqa_en/coverage/cov_t0.98_s0.85_w16_0713_0107
pair6_llama32_abliterated_deepseek3b,musique,8,0.9,0.65,0.17,0.12832029999999997,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.90_s0.65_w8_0712_2346
pair6_llama32_abliterated_deepseek3b,musique,8,0.9,0.75,0.178,0.138382706,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.90_s0.75_w8_0712_2347
pair6_llama32_abliterated_deepseek3b,musique,16,0.9,0.65,0.154,0.14159446599999997,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.90_s0.65_w16_0713_0000
pair6_llama32_abliterated_deepseek3b,musique,8,0.9,0.85,0.204,0.14861367600000003,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.90_s0.85_w8_0712_2349
pair6_llama32_abliterated_deepseek3b,musique,16,0.9,0.75,0.166,0.1543056059999998,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.90_s0.75_w16_0713_0001
pair6_llama32_abliterated_deepseek3b,musique,16,0.9,0.85,0.176,0.16725277800000005,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.90_s0.85_w16_0713_0003
pair6_llama32_abliterated_deepseek3b,musique,8,0.95,0.65,0.312,0.22363001199999996,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.65_w8_0712_2351
pair6_llama32_abliterated_deepseek3b,musique,16,0.95,0.65,0.262,0.25029321800000004,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.65_w16_0713_0005
pair6_llama32_abliterated_deepseek3b,musique,8,0.95,0.75,0.314,0.2518589280000003,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.75_w8_0712_2352
pair6_llama32_abliterated_deepseek3b,musique,8,0.95,0.85,0.314,0.28021119000000005,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.85_w8_0712_2354
pair6_llama32_abliterated_deepseek3b,musique,16,0.95,0.75,0.29,0.2829193759999998,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.75_w16_0713_0006
pair6_llama32_abliterated_deepseek3b,musique,16,0.95,0.85,0.29,0.31560886200000016,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.95_s0.85_w16_0713_0008
pair6_llama32_abliterated_deepseek3b,musique,8,0.98,0.65,0.346,0.3812288560000001,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.98_s0.65_w8_0712_2355
pair6_llama32_abliterated_deepseek3b,musique,16,0.98,0.65,0.31,0.407122274,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.98_s0.65_w16_0713_0009
pair6_llama32_abliterated_deepseek3b,musique,8,0.98,0.75,0.358,0.4343456859999999,True,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.98_s0.75_w8_0712_2357
pair6_llama32_abliterated_deepseek3b,musique,16,0.98,0.75,0.328,0.4642595280000001,False,/home/xay/KVMergeComm/snapshots/stage3_core_reviewer_query_sketch/pair6_llama32_abliterated_deepseek3b/musique/coverage/cov_t0.98_s0.75_w16_0713_0011
